scope,n_features,pearson_r,pearson_p,spearman_rho,spearman_p
all_features,20,0.5348473426152124,0.015107445865597412,0.15637462854639958,0.5103014625106497
non_binary_features,14,0.7441003792576316,0.002275436534150543,0.40684431149784545,0.14882693330267738
